,Air density over the oceans - media,Air density over the oceans - dsv,Coefficient of drag with waves - media,Coefficient of drag with waves - dsv,Free convective velocity over the oceans - media,Free convective velocity over the oceans - dsv,Instantaneous surface sensible heat flux - media,Instantaneous surface sensible heat flux - dsv,Maximum individual wave height - media,Maximum individual wave height - dsv,Mean direction of total swell - media,Mean direction of total swell - dsv,Mean direction of wind waves - media,Mean direction of wind waves - dsv,Mean period of total swell - media,Mean period of total swell - dsv,Mean period of wind waves - media,Mean period of wind waves - dsv,Mean square slope of waves - media,Mean square slope of waves - dsv,Mean wave direction - media,Mean wave direction - dsv,Mean wave direction of first swell partition - media,Mean wave direction of first swell partition - dsv,Mean wave direction of second swell partition - media,Mean wave direction of second swell partition - dsv,Mean wave direction of third swell partition - media,Mean wave direction of third swell partition - dsv,Mean wave period - media,Mean wave period - dsv,Mean wave period based on first moment - media,Mean wave period based on first moment - dsv,Mean wave period based on first moment for swell - media,Mean wave period based on first moment for swell - dsv,Mean wave period based on first moment for wind waves - media,Mean wave period based on first moment for wind waves - dsv,Mean wave period based on second moment for swell - media,Mean wave period based on second moment for swell - dsv,Mean wave period based on second moment for wind waves - media,Mean wave period based on second moment for wind waves - dsv,Mean wave period of first swell partition - media,Mean wave period of first swell partition - dsv,Mean wave period of second swell partition - media,Mean wave period of second swell partition - dsv,Mean wave period of third swell partition - media,Mean wave period of third swell partition - dsv,Mean zero-crossing wave period - media,Mean zero-crossing wave period - dsv,Model bathymetry - media,Model bathymetry - dsv,Normalized energy flux into ocean - media,Normalized energy flux into ocean - dsv,Normalized energy flux into waves - media,Normalized energy flux into waves - dsv,Normalized stress into ocean - media,Normalized stress into ocean - dsv,10 metre wind direction - media,10 metre wind direction - dsv,10 metre wind speed - media,10 metre wind speed - dsv,Peak wave period - media,Peak wave period - dsv,Period corresponding to maximum individual wave height - media,Period corresponding to maximum individual wave height - dsv,Significant height of combined wind waves and swell - media,Significant height of combined wind waves and swell - dsv,Significant height of total swell - media,Significant height of total swell - dsv,Significant height of wind waves - media,Significant height of wind waves - dsv,Significant wave height of first swell partition - media,Significant wave height of first swell partition - dsv,Significant wave height of second swell partition - media,Significant wave height of second swell partition - dsv,Significant wave height of third swell partition - media,Significant wave height of third swell partition - dsv,Wave spectral directional width - media,Wave spectral directional width - dsv,Wave spectral directional width for swell - media,Wave spectral directional width for swell - dsv,Wave spectral directional width for wind waves - media,Wave spectral directional width for wind waves - dsv,Wave spectral kurtosis - media,Wave spectral kurtosis - dsv,Wave spectral peakedness - media,Wave spectral peakedness - dsv,Wave Spectral Skewness - media,Wave Spectral Skewness - dsv,Friction velocity - media,Friction velocity - dsv,Instantaneous 10 metre wind gust - media,Instantaneous 10 metre wind gust - dsv,Surface latent heat flux - media,Surface latent heat flux - dsv
1940-06-01 00:00:00,1.2062085469563801,0.001475511665026252,0.0008645926912625631,1.8551865229204492e-05,0.4734598795572917,0.11901830776438951,-21.509780883789062,10.696161423609489,1.6732012430826824,0.05042329791887555,325.69549560546875,1.6604212411062038,9.093631744384766,2.8743701189528754,7.205681165059407,0.02603683426843708,2.974574406941732,0.02282014808594106,0.0026909514175107083,0.00018177456654574621,326.2666422526042,2.164502750545274,281.989013671875,2.2585107412251038,197.69116719563803,1.6043399865785064,215.65828450520834,1.6138733317941618,6.935091018676758,0.0578237161839354,5.639776547749837,0.05822172386904163,6.08378791809082,0.055415440404800315,2.350555102030436,0.031852685518427695,5.353413263956706,0.06697536760297113,1.2135009765625,0.0871801411065149,7.42881711324056,0.12111037492285288,7.436578432718913,0.4107373838596768,11.235650380452475,0.35547687302322134,4.806212743123372,0.056541648707320216,147.33333333333334,2.0548046676563256,-2.394109090169271,0.10488339847627536,1.431117057800293,0.12856239155894744,0.991982618967692,0.003187177980093971,329.131103515625,9.137862385227422,3.9478982289632163,0.18202069442480007,8.825973192850748,0.13630750051366314,5.99658743540446,0.05461782224874374,0.8870929876963297,0.026794796619934617,0.8475442330042521,0.021404947982259937,0.17459803819656372,0.026944239160623086,0.7823972304662069,0.02298286802790437,0.231342613697052,0.0038195363187818053,0.024006524433692295,0.0014895544816270767,0.399433175722758,0.005192389522434398,0.26506582895914715,0.0053531510794432935,0.7297172745068868,0.02849405349517193,0.0039277275403340655,0.0005131331093400712,4.732593854268392,0.03354895696846501,0.01380482812722524,0.000880074970350692,,,,,,
1940-05-31 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1497317353884379,0.02147824638081337,5.79189936319987,0.47506169531222464,-5433065.333333333,1621184.846358435
1940-07-01 00:00:00,1.2024415334065754,0.001656057090391116,0.0008496355731040239,2.2822443878075107e-05,0.5909423828125,0.07248040235169094,-23.944712320963543,9.503207567313373,1.8006480534871419,0.0458140939733312,321.5789794921875,1.1132378463761312,13.316644668579102,1.4413586120176685,6.762248992919922,0.01900850748029466,3.0422887802124023,0.04548174503069769,0.002781811635941267,0.00020046716557827843,321.5927734375,1.2820278380769143,286.9145151774089,0.3737137953943573,147.91016642252603,7.452869310487162,239.92883809407553,4.300672248908852,6.561629295349121,0.046508362989025914,5.627913157145183,0.05684557552993587,5.965560595194499,0.03688831182460014,2.376392046610514,0.056673617637889535,5.387146949768066,0.046098422228554384,1.1463216145833333,0.1033216053706146,7.086254755655925,0.26060692512820444,6.48629887898763,0.3845747954804377,16.625022888183594,0.11501554411726483,4.951070149739583,0.06050225805021779,147.33333333333334,2.0548046676563256,-3.2232157389322915,0.17034850755799194,0.9439121882120768,0.17666745437590411,1.0055376291275024,0.005435353297255545,351.49365234375,5.670518949465737,3.8102213541666665,0.23253710656888804,7.8359785079956055,0.009056268062007523,5.904856999715169,0.04918530163537683,0.9586784839630127,0.024433789230853552,0.9156040549278259,0.02371873604795425,0.17418875296910605,0.035378261387364086,0.8938851753870646,0.02404952110695809,0.11266593138376872,0.002589062759173277,0.009630878766377768,0.0010217187117097753,0.38977495829264325,0.003400356084882023,0.27994946638743085,0.0011511596515652194,0.7671081026395162,0.023864334159259565,0.005494952201843262,0.00024823881717758034,4.779880205790202,0.023018662018023314,0.016833698997894924,0.0004205882740704542,,,,,,
1940-06-30 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14920707543691,0.01887782285192368,5.780542691548665,0.40886969056619665,-6733858.333333333,1237674.4218146477
1940-08-01 00:00:00,1.2008647918701172,0.0014743628095756493,0.000871444974715511,3.998078524707273e-05,0.621673583984375,0.10925737368391336,-31.53307596842448,13.67872868960069,1.4633073806762695,0.05900867626814399,351.0736897786458,2.2866867055654394,37.35864766438802,3.1094491546154743,5.963456471761067,0.05775988593171546,2.850500742594401,0.052520586457522195,0.002796055981889367,0.00032805310645357005,354.1134440104167,4.070716517323421,192.25789388020834,3.6979093309786397,249.9872792561849,4.051388717777488,219.13192749023438,8.346127060742756,5.700191497802734,0.05192146579528757,4.741025288899739,0.05237080395221456,5.142149289449056,0.07539620474908085,2.2932421366373696,0.03289235605581021,4.640785853068034,0.0842199840309766,1.29931640625,0.2224574623807739,6.227950096130371,0.4607855767354895,8.520243962605795,0.12066926011307062,12.237476348876953,0.19313277507714907,4.151243527730306,0.048597188661959397,147.33333333333334,2.0548046676563256,-3.13427734375,0.18555886748525077,1.5627428690592449,0.29923131887024057,1.0004915396372478,0.007173893168138065,37.299285888671875,6.877520844661251,4.034098307291667,0.41396461785378724,6.933610916137695,0.07083528927365183,5.0407670338948565,0.048849679648124734,0.7733748555183411,0.03010231795568804,0.7277896205584208,0.013235328170598202,0.17687801520029703,0.049318957708681936,0.6640538771947225,0.008761374104872426,0.22222689787546793,0.013341484111702072,0.01860751708348592,0.000798365093198736,0.44575180610020954,0.00669674085779496,0.3243814508120219,0.005018159783699783,0.6688044269879659,0.09104757121228568,0.007073760032653809,0.0008957312085839339,4.386709531148274,0.0380510431289055,0.01983635127544403,0.0011831989387196976,,,,,,
1940-07-31 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1443289319674174,0.021396610856250456,5.612861315409343,0.5430358521550843,-5810773.333333333,1077020.7838506286
1940-09-01 00:00:00,1.2044722239176433,0.0011757246558649617,0.0008245202867935101,1.9502188803773367e-05,0.5576883951822916,0.045102477416458155,-19.82904561360677,5.306917781968628,1.9648338953653972,0.04033881564752219,331.09645589192706,1.13544653057056,27.711720784505207,1.4592073273889339,7.5324357350667315,0.04231003911875819,3.1030505498250327,0.027980534671337324,0.0025871725132068,0.0001544836285889384,331.6388346354167,1.6907801517942505,258.86183675130206,4.7356740402451045,156.3645782470703,8.350720792866726,237.01040649414062,1.6566307541903134,7.400192896525065,0.049604958698946044,6.234693845113118,0.06922648451479912,6.485833168029785,0.06940324408857786,2.375676155090332,0.041415130814462346,5.773983637491862,0.0768225718345015,0.9914957682291666,0.08744145281442071,7.839548746744792,0.03706723324459314,7.689857482910156,0.21751600710841645,15.5916379292806,0.7914389232515691,5.423112869262695,0.07419231010768425,147.33333333333334,2.0548046676563256,-2.805089314778646,0.17209372426728164,0.6417811711629232,0.2009985052235589,1.0076033075650532,0.005543633543300988,24.575770060221355,1.5505970232372506,3.5450032552083335,0.20353152684204404,8.992656389872232,0.0567857775136103,6.547365824381511,0.06133109677424755,1.0497026443481445,0.021784677681840055,1.0241146286328633,0.01959537997945144,0.1467873454093933,0.02573185050856019,0.98824010292689,0.021682080049968844,0.15230474869410196,0.00492915310039572,0.013085977484782537,0.0007031563174961529,0.3853661020596822,0.003565060405588013,0.2646833856900533,0.004211671487271834,0.8430583477020264,0.022862086358872623,0.004618823528289795,0.0002873626076624661,5.224697430928548,0.025419040006299434,0.014334429055452347,0.0005094733734535895,,,,,,
1940-08-31 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1319199005762736,0.016473529731264588,5.276059468587239,0.3504947411212393,-4852769.666666667,565573.3125371301
1940-10-01 00:00:00,1.2104873657226562,0.0006474655001610451,0.0008130886902411779,1.6171842130267946e-05,0.5522867838541666,0.027662624234003244,-9.522653579711914,1.7701737513388185,2.2679198582967124,0.042989244293805955,322.15582275390625,1.6043738029147592,37.66205342610677,5.847120286662605,8.7177095413208,0.06535707306492117,3.031821886698405,0.016619006199029746,0.0024830850306898355,0.00014130855515457984,322.619384765625,1.8098040294462823,266.3756510416667,6.041719423261041,135.77977498372397,5.626831058071353,220.23770141601562,3.719297053599869,8.589022954305014,0.09908166528168774,7.138722101847331,0.11316580023174043,7.398976008097331,0.059749258067810875,2.3109985987345376,0.01451023035415906,6.460782686869304,0.060083509892007184,0.9237060546875,0.09067553941587098,9.05770492553711,0.11889289155997863,6.405824343363444,0.16325900196481585,9.16499106089274,0.18056740681153435,6.10185432434082,0.11445774073401652,147.33333333333334,2.0548046676563256,-3.249079386393229,0.23321154004336214,0.06781673431396484,0.29401350444910107,1.0079463720321655,0.0028939920331577658,90.51326592763265,57.99020419945612,3.41015625,0.17073478492428568,10.57549794514974,0.05190283971754504,7.491391817728679,0.10665771260528353,1.2192675272623699,0.024005644152263302,1.2027219136555989,0.02498430381872383,0.12107743819554646,0.018678907438305078,1.111294110616048,0.027018673445024746,0.31841357549031574,0.005996805480842097,0.06299299622575442,0.0038010688630226446,0.4005257288614909,0.006693738568641802,0.24496577183405557,0.004720161699798008,0.8445919950803121,0.03610142498700568,0.003068963453794519,3.596531072929624e-05,5.706655820210774,0.06916446406522693,0.011637716243664423,0.00026242203020854845,,,,,,
1940-09-30 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13314268986384073,0.015801256112445112,5.419670422871907,0.3503611242152049,-4654841.666666667,531648.4268620466
